contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDateCalls
SPY250321C00280000,2024-11-06 19:10:02+00:00,280.0,314.66,318.1,320.99,0.0,0.0,1.0,22.0,0.8148211877441407,True,REGULAR,USD,2025-03-21
SPY250321C00285000,2024-10-30 15:30:33+00:00,285.0,302.59,313.21,316.07,0.0,0.0,8.0,64.0,0.8018818640136718,True,REGULAR,USD,2025-03-21
SPY250321C00290000,2024-11-12 18:02:56+00:00,290.0,309.59,308.31,311.16,0.0,0.0,12.0,119.0,0.789064609375,True,REGULAR,USD,2025-03-21
SPY250321C00295000,2024-11-06 19:10:02+00:00,295.0,299.97,303.42,306.24,0.0,0.0,1.0,18.0,0.7763694238281251,True,REGULAR,USD,2025-03-21
SPY250321C00300000,2024-11-14 15:53:40+00:00,300.0,301.42,298.53,301.32,0.0,0.0,1.0,540.0,0.7637352728271485,True,REGULAR,USD,2025-03-21
SPY250321C00305000,2024-10-28 16:42:51+00:00,305.0,281.83,293.63,296.41,0.0,0.0,402.0,239.0,0.7512231909179687,True,REGULAR,USD,2025-03-21
SPY250321C00310000,2024-10-28 16:36:56+00:00,310.0,276.64,288.74,291.49,0.0,0.0,400.0,227.0,0.7388331781005859,True,REGULAR,USD,2025-03-21
SPY250321C00315000,2024-10-28 16:36:02+00:00,315.0,271.77,283.85,286.58,0.0,0.0,2.0,77.0,0.7266873034667969,True,REGULAR,USD,2025-03-21
SPY250321C00320000,2024-10-31 18:42:24+00:00,320.0,255.68,278.96,281.66,0.0,0.0,1.0,53.0,0.714419359741211,True,REGULAR,USD,2025-03-21
SPY250321C00325000,2024-10-28 19:47:06+00:00,325.0,262.43,274.07,276.75,0.0,0.0,2.0,60.0,0.7024565887451173,True,REGULAR,USD,2025-03-21
SPY250321C00330000,2024-11-04 15:47:02+00:00,330.0,246.56,269.19,271.84,0.0,0.0,2.0,18.0,0.6906769213867189,True,REGULAR,USD,2025-03-21
SPY250321C00335000,2024-10-29 13:30:49+00:00,335.0,250.87,264.3,266.93,0.0,0.0,2.0,128.0,0.6788972540283205,True,REGULAR,USD,2025-03-21
SPY250321C00340000,2024-11-11 20:39:34+00:00,340.0,263.61,259.41,262.02,0.0,0.0,4.0,29.0,0.6671175866699222,True,REGULAR,USD,2025-03-21
SPY250321C00345000,2024-11-01 14:09:56+00:00,345.0,234.94,254.53,257.12,0.0,0.0,2.0,95.0,0.6557041265869141,True,REGULAR,USD,2025-03-21
SPY250321C00350000,2024-11-22 14:31:57+00:00,350.0,248.66,249.65,252.21,-1.8999939,-0.758299,1.0,308.0,0.6442296319580079,True,REGULAR,USD,2025-03-21
SPY250321C00355000,2024-11-07 16:48:42+00:00,355.0,245.7,244.76,247.3,0.0,0.0,3.0,700.0,0.6326330682373047,True,REGULAR,USD,2025-03-21
SPY250321C00360000,2024-11-04 14:38:30+00:00,360.0,240.88,239.88,242.4,24.37001,11.2558365,5.0,210.0,0.6214027117919922,True,REGULAR,USD,2025-03-21
SPY250321C00365000,2024-11-12 15:09:19+00:00,365.0,239.11,235.0,237.5,0.0,0.0,1.0,222.0,0.6102333898925782,True,REGULAR,USD,2025-03-21
SPY250321C00370000,2024-11-19 19:13:54+00:00,370.0,226.38,230.12,232.6,0.0,0.0,1.0,451.0,0.5990640679931643,True,REGULAR,USD,2025-03-21
SPY250321C00375000,2024-11-12 14:40:08+00:00,375.0,230.18,225.25,227.7,0.0,0.0,2.0,419.0,0.5880778497314454,True,REGULAR,USD,2025-03-21
SPY250321C00380000,2024-11-21 17:03:44+00:00,380.0,217.66,220.37,222.8,0.0,0.0,76.0,1227.0,0.5770305969238281,True,REGULAR,USD,2025-03-21
SPY250321C00385000,2024-11-06 20:30:15+00:00,385.0,212.93,215.5,217.9,0.0,0.0,7.0,757.0,0.5661359304809571,True,REGULAR,USD,2025-03-21
SPY250321C00390000,2024-11-15 19:33:13+00:00,390.0,201.08,210.63,213.01,0.0,0.0,1.0,81.0,0.5553633331298828,True,REGULAR,USD,2025-03-21
SPY250321C00395000,2024-11-11 20:38:58+00:00,395.0,209.93,205.76,208.12,0.0,0.0,2.0,114.0,0.5446212530517578,True,REGULAR,USD,2025-03-21
SPY250321C00400000,2024-11-20 20:07:07+00:00,400.0,194.06,200.89,203.23,0.0,0.0,4.0,629.0,0.533909690246582,True,REGULAR,USD,2025-03-21
SPY250321C00405000,2024-11-21 15:02:15+00:00,405.0,190.36,196.02,198.34,0.0,0.0,15.0,259.0,0.5232286447143554,True,REGULAR,USD,2025-03-21
SPY250321C00410000,2024-11-19 20:27:57+00:00,410.0,186.74,191.16,193.46,0.0,0.0,349.0,1338.0,0.5127612200927734,True,REGULAR,USD,2025-03-21
SPY250321C00415000,2024-11-13 20:16:44+00:00,415.0,190.08,186.3,188.58,0.0,0.0,4.0,905.0,0.5022937954711916,True,REGULAR,USD,2025-03-21
SPY250321C00420000,2024-11-21 17:03:44+00:00,420.0,178.77,181.45,183.7,0.0,0.0,76.0,413.0,0.5130663928222656,True,REGULAR,USD,2025-03-21
SPY250321C00425000,2024-11-22 17:48:55+00:00,425.0,177.55,176.59,178.83,0.58999634,0.3334066,1.0,2480.0,0.502080174560547,True,REGULAR,USD,2025-03-21
SPY250321C00430000,2024-11-18 17:15:17+00:00,430.0,165.9,171.74,173.96,0.0,0.0,2.0,938.0,0.4910939562988281,True,REGULAR,USD,2025-03-21
SPY250321C00435000,2024-11-22 17:36:27+00:00,435.0,167.88,166.9,169.09,8.51001,5.3397818,10.0,753.0,0.4801382553100586,True,REGULAR,USD,2025-03-21
SPY250321C00440000,2024-11-21 16:43:32+00:00,440.0,160.13,162.06,164.23,0.0,0.0,1.0,1251.0,0.46936565795898444,True,REGULAR,USD,2025-03-21
SPY250321C00445000,2024-11-14 20:15:44+00:00,445.0,156.76,157.22,159.37,0.0,0.0,20.0,637.0,0.45856254333496105,True,REGULAR,USD,2025-03-21
SPY250321C00450000,2024-11-20 17:28:01+00:00,450.0,145.44,152.39,154.52,0.0,0.0,1.0,1392.0,0.4479425323486328,True,REGULAR,USD,2025-03-21
SPY250321C00455000,2024-11-14 20:54:53+00:00,455.0,146.97,147.56,149.67,0.0,0.0,122.0,1061.0,0.4372920040893554,True,REGULAR,USD,2025-03-21
SPY250321C00460000,2024-11-14 21:09:45+00:00,460.0,141.14,142.74,144.83,0.0,0.0,308.0,1571.0,0.42676354492187507,True,REGULAR,USD,2025-03-21
SPY250321C00465000,2024-11-19 18:21:49+00:00,465.0,133.06,137.93,140.0,0.0,0.0,45.0,1987.0,0.4163571548461914,True,REGULAR,USD,2025-03-21
SPY250321C00470000,2024-11-22 20:26:28+00:00,470.0,133.4,133.13,135.18,6.9599915,5.50458,3.0,1356.0,0.40607283386230464,True,REGULAR,USD,2025-03-21
SPY250321C00475000,2024-11-21 17:48:55+00:00,475.0,128.39,128.34,130.37,0.3600006,0.28118458,2.0,991.0,0.39584954742431644,True,REGULAR,USD,2025-03-21
SPY250321C00480000,2024-11-22 19:58:59+00:00,480.0,124.46,123.55,125.56,5.959999,5.029535,2.0,1960.0,0.3855957437133788,True,REGULAR,USD,2025-03-21
SPY250321C00485000,2024-11-22 20:22:14+00:00,485.0,118.86,118.78,120.77,4.029999,3.5095348,2.0,701.0,0.3755250436401367,True,REGULAR,USD,2025-03-21
SPY250321C00490000,2024-11-22 18:37:13+00:00,490.0,114.92,114.02,115.99,0.37999725,0.33175942,2.0,1038.0,0.3654848608398438,True,REGULAR,USD,2025-03-21
SPY250321C00495000,2024-11-22 21:12:23+00:00,495.0,110.3,109.28,111.23,5.4100037,5.157788,8.0,1611.0,0.35562778167724607,True,REGULAR,USD,2025-03-21
SPY250321C00500000,2024-11-22 21:10:26+00:00,500.0,105.39,104.55,106.47,1.5100021,1.4536024,20.0,7498.0,0.34564863342285157,True,REGULAR,USD,2025-03-21
SPY250321C00505000,2024-11-22 21:11:07+00:00,505.0,100.65,99.83,101.74,0.5400009,0.53940755,4.0,2052.0,0.33591362335205077,True,REGULAR,USD,2025-03-21
SPY250321C00510000,2024-11-22 18:42:49+00:00,510.0,95.75,95.14,97.02,0.73000336,0.76826286,71.0,2111.0,0.32614809600830075,True,REGULAR,USD,2025-03-21
SPY250321C00515000,2024-11-22 19:45:18+00:00,515.0,91.01,90.46,92.33,0.5600052,0.61913234,17.0,3990.0,0.3165656723022461,True,REGULAR,USD,2025-03-21
SPY250321C00520000,2024-11-22 19:59:24+00:00,520.0,86.61,85.81,87.66,1.6600037,1.9540951,31.0,3659.0,0.3070137658691406,True,REGULAR,USD,2025-03-21
SPY250321C00525000,2024-11-22 20:57:23+00:00,525.0,82.35,81.19,83.01,3.3099976,4.18775,8.0,2110.0,0.2974923767089843,True,REGULAR,USD,2025-03-21
SPY250321C00530000,2024-11-22 21:13:00+00:00,530.0,77.39,76.6,78.4,2.040001,2.707367,19.0,8023.0,0.28815409118652335,True,REGULAR,USD,2025-03-21
SPY250321C00535000,2024-11-22 21:10:14+00:00,535.0,72.86,72.04,73.82,7.209999,10.982481,5.0,8065.0,0.27887684020996095,True,REGULAR,USD,2025-03-21
SPY250321C00540000,2024-11-22 20:27:06+00:00,540.0,67.68,67.52,69.27,3.199997,4.962774,16.0,11957.0,0.26959958923339844,True,REGULAR,USD,2025-03-21
SPY250321C00545000,2024-11-22 14:51:15+00:00,545.0,63.18,63.04,64.77,0.4300003,0.68525946,3.0,9781.0,0.2604901832580566,True,REGULAR,USD,2025-03-21
SPY250321C00550000,2024-11-22 18:36:16+00:00,550.0,59.59,58.62,60.32,1.6399994,2.8300247,8.0,5980.0,0.2514875877380371,True,REGULAR,USD,2025-03-21
SPY250321C00555000,2024-11-21 20:30:13+00:00,555.0,54.44,54.24,55.91,-0.6100006,-1.1080847,1.0,4495.0,0.24243921630859372,True,REGULAR,USD,2025-03-21
SPY250321C00560000,2024-11-22 20:52:56+00:00,560.0,50.81,49.93,51.57,0.87000275,1.7420961,3021.0,12457.0,0.2335739485168457,True,REGULAR,USD,2025-03-21
SPY250321C00565000,2024-11-22 21:03:31+00:00,565.0,46.45,46.34,46.64,0.79999924,1.7524626,3048.0,9571.0,0.21932238204956056,True,REGULAR,USD,2025-03-21
SPY250321C00570000,2024-11-22 21:02:16+00:00,570.0,42.29,42.17,42.44,-0.20000076,-0.47070077,13.0,8758.0,0.21071651107788086,True,REGULAR,USD,2025-03-21
SPY250321C00575000,2024-11-22 20:39:42+00:00,575.0,37.72,38.13,38.37,-0.7199974,-1.8730422,40.0,9746.0,0.20252262329101559,True,REGULAR,USD,2025-03-21
SPY250321C00580000,2024-11-22 20:28:18+00:00,580.0,34.14,34.17,34.44,0.02999878,0.08794717,13.0,5759.0,0.1946796841430664,True,REGULAR,USD,2025-03-21
SPY250321C00585000,2024-11-22 20:58:49+00:00,585.0,30.7,30.32,30.57,0.9200001,3.0893219,218.0,19928.0,0.18647053771972655,True,REGULAR,USD,2025-03-21
SPY250321C00590000,2024-11-22 20:26:36+00:00,590.0,26.58,26.63,26.85,0.40999985,1.5666789,289.0,9459.0,0.17845975357055666,True,REGULAR,USD,2025-03-21
SPY250321C00595000,2024-11-22 20:21:37+00:00,595.0,22.77,23.13,23.38,-0.23999977,-1.0430237,46.0,10692.0,0.17125767715454104,True,REGULAR,USD,2025-03-21
SPY250321C00600000,2024-11-22 20:59:58+00:00,600.0,19.91,19.85,20.08,0.30999947,1.5816299,125.0,45647.0,0.16411663528442383,False,REGULAR,USD,2025-03-21
SPY250321C00605000,2024-11-22 20:51:29+00:00,605.0,16.9,16.86,16.93,0.27000046,1.6235746,106.0,13964.0,0.1567314552307129,False,REGULAR,USD,2025-03-21
SPY250321C00610000,2024-11-22 21:14:21+00:00,610.0,14.21,14.12,14.19,0.22000027,1.5725539,128.0,14983.0,0.15088739746093754,False,REGULAR,USD,2025-03-21
SPY250321C00615000,2024-11-22 20:43:16+00:00,615.0,11.57,11.67,11.73,-0.030000687,-0.2586266,174.0,15537.0,0.14553161605834958,False,REGULAR,USD,2025-03-21
SPY250321C00620000,2024-11-22 20:40:01+00:00,620.0,9.67,9.51,9.57,0.119999886,1.2565433,435.0,23159.0,0.14077092147827147,False,REGULAR,USD,2025-03-21
SPY250321C00625000,2024-11-22 20:58:54+00:00,625.0,7.86,7.66,7.72,0.12000036,1.5503924,440.0,11827.0,0.1366968655395508,False,REGULAR,USD,2025-03-21
SPY250321C00630000,2024-11-22 21:13:45+00:00,630.0,6.17,6.11,6.16,-0.049999714,-0.8038539,1013.0,10477.0,0.13323315505981442,False,REGULAR,USD,2025-03-21
SPY250321C00635000,2024-11-22 19:37:13+00:00,635.0,4.89,4.82,4.86,-0.07000017,-1.4112937,802.0,2294.0,0.1302577209472656,False,REGULAR,USD,2025-03-21
SPY250321C00640000,2024-11-22 21:14:52+00:00,640.0,3.8,3.76,3.81,-0.09000015,-2.3136287,755.0,57549.0,0.1279231495666504,False,REGULAR,USD,2025-03-21
SPY250321C00645000,2024-11-22 19:46:02+00:00,645.0,2.94,2.92,2.96,-0.089999914,-2.9702942,63.0,1660.0,0.1259547854614258,False,REGULAR,USD,2025-03-21
SPY250321C00650000,2024-11-22 20:51:05+00:00,650.0,2.25,2.25,2.28,-0.109999895,-4.6610126,1212.0,17035.0,0.1243373699951172,False,REGULAR,USD,2025-03-21
SPY250321C00655000,2024-11-22 20:52:53+00:00,655.0,1.74,1.72,1.75,-0.06999993,-3.8673997,134.0,2460.0,0.12311667907714845,False,REGULAR,USD,2025-03-21
SPY250321C00660000,2024-11-22 21:00:37+00:00,660.0,1.35,1.31,1.34,-0.049999952,-3.5714254,45.0,6299.0,0.12226219543457033,False,REGULAR,USD,2025-03-21
SPY250321C00665000,2024-11-22 20:38:50+00:00,665.0,1.01,1.01,1.03,-0.19000006,-15.833338,14.0,1045.0,0.12183495361328125,False,REGULAR,USD,2025-03-21
SPY250321C00670000,2024-11-22 19:09:31+00:00,670.0,0.79,0.77,0.8,-0.13999999,-15.053762,9.0,5580.0,0.1218959881591797,False,REGULAR,USD,2025-03-21
SPY250321C00675000,2024-11-22 20:13:21+00:00,675.0,0.6,0.6,0.62,-0.060000002,-9.090909,26.0,3686.0,0.12207909179687501,False,REGULAR,USD,2025-03-21
SPY250321C00680000,2024-11-22 21:07:44+00:00,680.0,0.48,0.47,0.49,-0.030000001,-5.8823533,53.0,37572.0,0.12275047180175781,False,REGULAR,USD,2025-03-21
SPY250321C00685000,2024-11-22 16:06:29+00:00,685.0,0.38,0.37,0.39,-0.060000002,-13.636364,2.0,22393.0,0.12366598999023437,False,REGULAR,USD,2025-03-21
SPY250321C00690000,2024-11-22 21:10:24+00:00,690.0,0.3,0.3,0.31,-0.060000002,-16.666668,4.0,26773.0,0.1245204736328125,False,REGULAR,USD,2025-03-21
SPY250321C00695000,2024-11-22 18:05:30+00:00,695.0,0.26,0.24,0.25,0.03999999,18.181814,1.0,2690.0,0.1256190954589844,False,REGULAR,USD,2025-03-21
SPY250321C00700000,2024-11-22 20:04:32+00:00,700.0,0.2,0.2,0.21,-0.030000001,-13.043478,65.0,13815.0,0.1274501318359375,False,REGULAR,USD,2025-03-21
SPY250321C00705000,2024-11-22 17:31:00+00:00,705.0,0.18,0.17,0.18,0.010000005,5.882356,20.0,1160.0,0.12964737548828126,False,REGULAR,USD,2025-03-21
SPY250321C00710000,2024-11-20 15:15:34+00:00,710.0,0.15,0.14,0.16,0.010000005,7.1428614,354.0,426.0,0.13233289550781252,False,REGULAR,USD,2025-03-21
SPY250321C00715000,2024-11-21 19:12:53+00:00,715.0,0.14,0.12,0.14,0.0,0.0,1.0,708.0,0.13453013916015627,False,REGULAR,USD,2025-03-21
SPY250321C00720000,2024-11-21 18:08:57+00:00,720.0,0.13,0.11,0.12,0.0,0.0,254.0,406.0,0.13648324462890626,False,REGULAR,USD,2025-03-21
SPY250321C00725000,2024-11-21 17:21:11+00:00,725.0,0.1,0.09,0.11,0.0,0.0,1.0,446.0,0.13941290283203128,False,REGULAR,USD,2025-03-21
SPY250321C00730000,2024-11-13 16:51:34+00:00,730.0,0.11,0.08,0.1,0.0,0.0,2.0,215.0,0.1420984228515625,False,REGULAR,USD,2025-03-21
SPY250321C00735000,2024-11-21 19:07:22+00:00,735.0,0.09,0.07,0.09,0.0,0.0,5.0,212.0,0.1445398046875,False,REGULAR,USD,2025-03-21
SPY250321C00740000,2024-11-22 20:54:38+00:00,740.0,0.07,0.07,0.08,0.0,0.0,102.0,506.0,0.14673704833984375,False,REGULAR,USD,2025-03-21
SPY250321C00745000,2024-11-22 19:28:30+00:00,745.0,0.06,0.06,0.08,0.0,0.0,13.0,561.0,0.15088739746093754,False,REGULAR,USD,2025-03-21
SPY250321C00750000,2024-11-21 18:50:11+00:00,750.0,0.06,0.06,0.07,-0.010000002,-14.285716,3.0,1579.0,0.15235222656250003,False,REGULAR,USD,2025-03-21
SPY250321C00755000,2024-11-19 20:48:07+00:00,755.0,0.05,0.05,0.07,0.0,0.0,1.0,497.0,0.1562584375,False,REGULAR,USD,2025-03-21
SPY250321C00760000,2024-11-22 14:50:28+00:00,760.0,0.06,0.05,0.06,0.0,0.0,5.0,419.0,0.1577232666015625,False,REGULAR,USD,2025-03-21
SPY250321C00765000,2024-11-20 14:50:16+00:00,765.0,0.05,0.05,0.06,0.0,0.0,1.0,248.0,0.16162947753906248,False,REGULAR,USD,2025-03-21
SPY250321C00770000,2024-11-15 15:29:50+00:00,770.0,0.05,0.04,0.06,0.0,0.0,1.0,1618.0,0.165047412109375,False,REGULAR,USD,2025-03-21
SPY250321C00775000,2024-11-22 21:01:29+00:00,775.0,0.05,0.04,0.05,0.0,0.0,2.0,175.0,0.16602396484375004,False,REGULAR,USD,2025-03-21
SPY250321C00780000,2024-11-06 18:00:34+00:00,780.0,0.04,0.04,0.05,0.0,0.0,2.0,19.0,0.1694418994140625,False,REGULAR,USD,2025-03-21
SPY250321C00785000,2024-11-19 20:40:33+00:00,785.0,0.05,0.03,0.05,0.0,0.0,10.0,820.0,0.17285983398437502,False,REGULAR,USD,2025-03-21
SPY250321C00790000,2024-11-20 15:44:31+00:00,790.0,0.04,0.03,0.05,0.0,0.0,30.0,489.0,0.176766044921875,False,REGULAR,USD,2025-03-21
SPY250321C00795000,2024-11-20 15:31:08+00:00,795.0,0.04,0.03,0.05,0.0,0.0,3.0,903.0,0.1801839794921875,False,REGULAR,USD,2025-03-21
SPY250321C00800000,2024-11-20 15:30:21+00:00,800.0,0.04,0.03,0.04,0.0,0.0,3.0,403.0,0.179695703125,False,REGULAR,USD,2025-03-21
SPY250321C00805000,2024-11-18 19:44:41+00:00,805.0,0.03,0.03,0.04,0.0,0.0,1.0,405.0,0.18360191406249998,False,REGULAR,USD,2025-03-21
SPY250321C00810000,2024-11-20 16:33:29+00:00,810.0,0.04,0.03,0.04,0.0,0.0,100.0,451.0,0.186531572265625,False,REGULAR,USD,2025-03-21
SPY250321C00815000,2024-11-20 18:19:58+00:00,815.0,0.03,0.02,0.04,0.0,0.0,49.0,163.0,0.18994950683593753,False,REGULAR,USD,2025-03-21
SPY250321C00820000,2024-11-21 20:59:47+00:00,820.0,0.03,0.02,0.04,0.0,0.0,1.0,1195.0,0.19336744140625,False,REGULAR,USD,2025-03-21
SPY250331C00370000,2024-11-04 15:31:48+00:00,370.0,208.5,229.9,232.87,0.0,0.0,2.0,8.0,0.5758099060058592,True,REGULAR,USD,2025-03-31
SPY250331C00375000,2024-10-14 15:00:59+00:00,375.0,216.0,226.84,228.4,0.0,0.0,1.0,23.0,0.5906107833862305,True,REGULAR,USD,2025-03-31
SPY250331C00380000,2024-10-18 16:31:49+00:00,380.0,211.54,214.35,215.66,0.0,0.0,6.0,8.0,0.295905478515625,True,REGULAR,USD,2025-03-31
SPY250331C00385000,2024-11-07 15:21:35+00:00,385.0,215.65,215.29,218.18,0.0,0.0,8.0,4.0,0.5443160803222657,True,REGULAR,USD,2025-03-31
SPY250331C00390000,2024-08-27 19:57:01+00:00,390.0,181.59,190.68,193.31,0.0,0.0,4.0,104.0,1.0000000000000003e-05,True,REGULAR,USD,2025-03-31
SPY250331C00395000,2024-11-19 20:48:40+00:00,395.0,201.8,205.57,208.39,0.0,0.0,1.0,23.0,0.5237474383544922,True,REGULAR,USD,2025-03-31
SPY250331C00400000,2024-11-12 15:23:40+00:00,400.0,204.9,200.7,203.51,0.0,0.0,2.0,18.0,0.513554669189453,True,REGULAR,USD,2025-03-31
SPY250331C00405000,2024-11-12 14:55:34+00:00,405.0,200.86,195.85,198.62,0.0,0.0,24.0,14.0,0.5034534518432617,True,REGULAR,USD,2025-03-31
SPY250331C00410000,2024-11-12 15:50:31+00:00,410.0,195.04,190.99,193.74,0.0,0.0,1.0,52.0,0.5192308819580078,True,REGULAR,USD,2025-03-31
SPY250331C00415000,2024-11-12 18:00:25+00:00,415.0,186.92,186.14,188.86,0.0,0.0,25.0,12.0,0.5083362155151367,True,REGULAR,USD,2025-03-31
SPY250331C00420000,2024-11-14 15:04:26+00:00,420.0,183.7,181.29,183.98,0.0,0.0,1.0,388.0,0.4974720663452149,True,REGULAR,USD,2025-03-31
SPY250331C00425000,2024-11-12 14:55:50+00:00,425.0,181.46,176.44,179.11,0.0,0.0,52.0,53.0,0.4867910208129883,True,REGULAR,USD,2025-03-31
SPY250331C00430000,2024-11-22 16:05:01+00:00,430.0,172.9,171.6,174.24,1.1899872,0.6930214,3.0,76.0,0.47614049255371094,True,REGULAR,USD,2025-03-31
SPY250331C00435000,2024-11-07 15:17:54+00:00,435.0,166.95,166.77,169.38,0.0,0.0,2.0,141.0,0.4656730679321289,True,REGULAR,USD,2025-03-31
SPY250331C00440000,2024-11-12 15:45:09+00:00,440.0,166.16,161.93,164.52,0.0,0.0,8.0,131.0,0.4552056433105469,True,REGULAR,USD,2025-03-31
SPY250331C00445000,2024-11-13 18:44:15+00:00,445.0,161.98,157.11,159.67,0.0,0.0,2.0,226.0,0.4448908050537109,True,REGULAR,USD,2025-03-31
SPY250331C00450000,2024-11-12 19:07:38+00:00,450.0,156.23,152.29,154.82,0.0,0.0,2.0,145.0,0.43457596679687505,True,REGULAR,USD,2025-03-31
SPY250331C00455000,2024-11-20 20:36:11+00:00,455.0,143.53,147.47,149.98,0.0,0.0,2.0,179.0,0.42438319763183596,True,REGULAR,USD,2025-03-31
SPY250331C00460000,2024-11-22 20:22:12+00:00,460.0,143.06,142.67,145.15,7.569992,5.5871224,2.0,91.0,0.41431249755859373,True,REGULAR,USD,2025-03-31
SPY250331C00465000,2024-11-22 18:41:48+00:00,465.0,138.81,137.87,140.32,2.949997,2.1713507,2.0,72.0,0.4042112802124024,True,REGULAR,USD,2025-03-31
SPY250331C00469000,2024-11-14 20:53:35+00:00,469.0,133.57,134.03,136.47,0.0,0.0,2.0,102.0,0.3962767892456055,True,REGULAR,USD,2025-03-31
SPY250331C00470000,2024-11-22 20:26:34+00:00,470.0,133.58,133.08,135.51,-3.8300018,-2.7872803,2.0,145.0,0.39432368377685545,True,REGULAR,USD,2025-03-31
SPY250331C00471000,2024-11-20 15:09:33+00:00,471.0,124.48,132.12,134.55,0.0,0.0,4.0,6.0,0.3923705783081054,True,REGULAR,USD,2025-03-31
SPY250331C00472000,2024-10-02 15:19:41+00:00,472.0,112.16,110.79,112.99,0.0,0.0,4.0,1.0,1.0000000000000003e-05,True,REGULAR,USD,2025-03-31
SPY250331C00473000,2024-11-13 16:24:58+00:00,473.0,133.67,130.21,132.62,0.0,0.0,2.0,6.0,0.3883422982788086,True,REGULAR,USD,2025-03-31
SPY250331C00474000,2024-10-18 19:26:51+00:00,474.0,122.63,123.33,124.79,0.0,0.0,1.0,5.0,0.2772899420166015,True,REGULAR,USD,2025-03-31
SPY250331C00475000,2024-11-22 18:44:14+00:00,475.0,129.34,128.3,130.7,-2.1100006,-1.6051736,2.0,368.0,0.38440557006835935,True,REGULAR,USD,2025-03-31
SPY250331C00476000,2024-10-02 14:13:38+00:00,476.0,107.2,107.11,109.28,0.0,0.0,1.0,84.0,1.0000000000000003e-05,True,REGULAR,USD,2025-03-31
SPY250331C00477000,2024-11-13 17:44:21+00:00,477.0,130.69,126.39,128.79,0.0,0.0,4.0,5.0,0.3806214282226562,True,REGULAR,USD,2025-03-31
SPY250331C00478000,2024-11-06 20:31:34+00:00,478.0,123.66,125.44,127.83,0.0,0.0,2.0,10.0,0.37863780548095705,True,REGULAR,USD,2025-03-31
SPY250331C00479000,2024-11-07 17:40:48+00:00,479.0,125.96,124.48,126.87,0.0,0.0,1.0,106.0,0.376684700012207,True,REGULAR,USD,2025-03-31
SPY250331C00480000,2024-11-22 19:16:08+00:00,480.0,123.47,123.53,125.91,-0.19999695,-0.16171823,2.0,141.0,0.37470107727050783,True,REGULAR,USD,2025-03-31
SPY250331C00481000,2024-11-05 21:05:33+00:00,481.0,107.64,122.58,124.95,0.0,0.0,1.0,130.0,0.37271745452880856,True,REGULAR,USD,2025-03-31
SPY250331C00482000,2024-11-05 20:59:00+00:00,482.0,106.13,121.63,124.0,0.0,0.0,2.0,4.0,0.37087115951538085,True,REGULAR,USD,2025-03-31
SPY250331C00483000,2024-11-20 16:19:20+00:00,483.0,113.49,120.67,123.04,0.0,0.0,3.0,7.0,0.36888753677368163,True,REGULAR,USD,2025-03-31
SPY250331C00484000,2024-11-15 18:27:21+00:00,484.0,111.94,119.72,122.08,0.0,0.0,2.0,0.0,0.36690391403198247,True,REGULAR,USD,2025-03-31
SPY250331C00485000,2024-11-22 18:40:36+00:00,485.0,119.73,118.77,121.13,0.83000183,0.6980671,6.0,194.0,0.3650423603820801,True,REGULAR,USD,2025-03-31
SPY250331C00486000,2024-10-01 15:09:05+00:00,486.0,96.84,97.98,100.09,0.0,0.0,2.0,52.0,1.0000000000000003e-05,True,REGULAR,USD,2025-03-31
SPY250331C00487000,2024-11-12 14:36:50+00:00,487.0,121.0,116.87,119.22,0.0,0.0,1.0,8.0,0.36118192535400384,True,REGULAR,USD,2025-03-31
SPY250331C00488000,2024-11-20 17:22:15+00:00,488.0,108.57,115.93,118.27,0.0,0.0,4.0,7.0,0.35928985443115236,True,REGULAR,USD,2025-03-31
SPY250331C00489000,2024-10-01 15:11:27+00:00,489.0,94.13,95.27,97.36,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2025-03-31
SPY250331C00490000,2024-11-20 16:12:25+00:00,490.0,106.78,114.03,116.36,0.0,0.0,1.0,138.0,0.3554141607666015,True,REGULAR,USD,2025-03-31
SPY250331C00491000,2024-10-01 15:08:54+00:00,491.0,92.61,93.3,95.38,0.0,0.0,2.0,6.0,1.0000000000000003e-05,True,REGULAR,USD,2025-03-31
SPY250331C00492000,2024-10-16 14:21:31+00:00,492.0,102.8,103.89,106.03,0.0,0.0,1.0,2.0,0.2260819580078125,True,REGULAR,USD,2025-03-31
SPY250331C00493000,2024-10-01 18:18:00+00:00,493.0,93.72,91.5,93.57,0.0,0.0,2.0,21.0,1.0000000000000003e-05,True,REGULAR,USD,2025-03-31
SPY250331C00494000,2024-11-08 16:08:44+00:00,494.0,114.1,110.25,112.56,0.0,0.0,1.0,9.0,0.3478458770751953,True,REGULAR,USD,2025-03-31
SPY250331C00495000,2024-11-22 19:00:51+00:00,495.0,110.17,109.3,111.61,-0.05000305,-0.045366585,4.0,287.0,0.3459385475158691,True,REGULAR,USD,2025-03-31
SPY250331C00496000,2024-10-30 15:03:47+00:00,496.0,99.81,108.36,110.66,0.0,0.0,4.0,9.0,0.3440312179565429,True,REGULAR,USD,2025-03-31
